adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001193125-10-179216	1282266	WINDSTREAM CORP	4813	US	AR	LITTLE ROCK	72212	4001 RODNEY PARHAM RD.		5017487000	US	AR	LITTLE ROCK	72212	4001 RODNEY PARHAM RD.		US	DE	200792300	VALOR COMMUNICATIONS GROUP INC	20040326	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 15:31:00.0	0	0	win-20100630.xml	1	
0001193125-10-179221	59527	LINCOLN ELECTRIC HOLDINGS INC	3540	US	OH	CLEVELAND	44117	22801 ST CLAIR AVE		2164818100							US	OH	340359955	LINCOLN ELECTRIC CO	19920703	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 15:33:00.0	0	0	leco-20100630.xml	1	
0001193125-10-179226	731766	UNITEDHEALTH GROUP INC	6324	US	MN	MINNEAPOLIS	55343	UNITEDHEALTH GROUP CENTER	9900 BREN ROAD EAST	9529361300	US	MN	MINNETONKA	55343	9900 BREN ROAD EAST		US	MN	411321939	UNITED HEALTHCARE CORP/	20000309	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 15:35:00.0	0	1	unh-20100630.xml	1	
0001193125-10-179257	1088033	QUEST SOFTWARE INC	7372	US	CA	ALISO VIEJO	92656	5 POLARIS WAY		9497548000	US	CA	ALISO VIEJO	92656	5 POLARIS WAY		US	CA	330231678			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 15:44:00.0	0	0	qsft-20100630.xml	1	
0001193125-10-179261	350894	SEI INVESTMENTS CO	6211	US	PA	OAKS	19456-1100	1 FREEDOM VALLEY DRIVE		6106761000	US	PA	OAKS	19456-1100	1 FREEDOM VALLEY DRIVE		US	PA	231707341	SEI INVESTMENT CO	20040806	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 15:46:00.0	0	0	seic-20100630.xml	1	
0001193125-10-179293	909954	GREEN MOUNTAIN COFFEE ROASTERS INC	2090	US	VT	WATERBURY	05676	33 COFFEE LANE		8022445621	US	VT	WATERBURY	05676	33 COFFEE LANE		US	DE	030339228	GREEN MOUNTAIN COFFEE INC	19930729	1-LAF	0	0930	10-Q	20100630	2010	Q3	20100805	2010-08-05 16:02:00.0	0	0	gmcr-20100626.xml	1	
0001193125-10-179294	793074	WERNER ENTERPRISES INC	4213	US	NE	OMAHA	68138	14507 FRONTIER ROAD		4028956640	US	NE	OMAHA	68145	P.O. BOX 45308		US	NE	470648386			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:03:00.0	0	0	wern-20100630.xml	1	
0001193125-10-179296	792985	HEALTH MANAGEMENT ASSOCIATES INC	8062	US	FL	NAPLES	34108-2710	5811 PELICAN BAY BLVD	SUITE 500	239-5983131	US	FL	NAPLES	34108-2710	5811 PELICAN BAY BLVD	SUITE 500	US	DE	610963645			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:03:00.0	0	0	hma-20100630.xml	1	
0001193125-10-179303	767920	PMC SIERRA INC	3674	US	CA	SANTA CLARA	95054	3975 FREEDOM CIRCLE	MISSION TOWER ONE	408-369-1176	US	CA	SANTA CLARA	95054	ATTENTION: TREASURER	3975 FREEDOM CIRCLE	US	DE	942925073	SIERRA SEMICONDUCTOR CORP	19950419	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:05:00.0	0	0	pmcs-20100627.xml	1	
0001193125-10-179315	95304	SUNOCO INC	2911	US	PA	PHILADELPHIA	19103-7583	1735 MARKET STREET	SUITE LL	2159773000	US	PA	PHILADELPHIA	19103-7583	1735 MARKET STREET	SUITE LL	US	PA	231743282	SUN CO INC	19920703	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:08:00.0	0	0	sun-20100630.xml	1	
0001193125-10-179323	822416	PULTEGROUP INC/MI/	1531	US	MI	BLOOMFIELD HILLS	48304	100 BLOOMFIELD HILLS PKWY STE 300		2486472750	US	MI	BLOOMFIELD HILLS	48304	100 BLOOMFIELD HILLS PKWY STE 300		US	MI	382766606	PULTE HOMES INC/MI/	20011023	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:10:00.0	0	0	phm-20100630.xml	1	
0001193125-10-179334	750577	HANCOCK HOLDING CO	6022	US	MS	GULFPORT	39501	ONE HANCOCK PLZ	P.O. BOX 4019	6018684605	US	MS	GULFPORT	39501	ONE HANCOCK PLZ	P O BOX 4019	US	MS	640693170			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:13:00.0	0	0	hbhc-20100630.xml	1	
0001193125-10-179342	1368457	ALBERTO-CULVER CO	2844	US	IL	MELROSE PARK	60160	2525 ARMITAGE AVENUE		(708) 450-3000	US	IL	MELROSE PARK	60160	2525 ARMITAGE AVENUE		US	DE	000000000	NEW ARISTOTLE HOLDINGS, INC.	20060707	1-LAF	0	0930	10-Q	20100630	2010	Q3	20100805	2010-08-05 16:14:00.0	0	0	acv-20100630.xml	1	
0001193125-10-179375	71691	NEW YORK TIMES CO	2711	US	NY	NEW YORK	10018	620 EIGHTH AVENUE		2125561234	US	NY	NEW YORK	10018	620 EIGHTH AVENUE		US	NY	131102020			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:18:00.0	0	0	nyt-20100627.xml	1	
0001193125-10-179383	98222	TIDEWATER INC	4400	US	LA	NEW ORLEANS	70130	601 POYDRAS ST.	SUITE 1900	5045681010	US	LA	NEW ORLEANS	70130	601 POYDRAS ST.	SUITE 1900	US	DE	720487776	TIDEWATER MARINE SERVICE INC	19780724	1-LAF	0	0331	10-Q	20100630	2010	Q1	20100805	2010-08-05 16:19:00.0	0	0	tdw-20100630.xml	1	
0001193125-10-179413	1072343	ARCH CHEMICALS INC	2800	US	CT	NORWALK	06856-4500	501 MERRITT 7	P O BOX 4500	2037503729	US	CT	NORWALK	06856-4500	501 MERRITT 7	P O BOX 4500	US	VA	061526315			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:26:00.0	0	0	arj-20100630.xml	1	
0001193125-10-179445	1097864	ON SEMICONDUCTOR CORP	3674	US	AZ	PHOENIX	85008	5005 EAST MCDOWELL ROAD		6022446600	US	AZ	PHOENIX	85008	5005 EAST MCDOWELL ROAD		US	DE	363840979	SCG HOLDING CORP	19991027	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:38:00.0	0	0	onnn-20100702.xml	1	
0001193125-10-179479	816761	TERADATA CORP /DE/	3571	US	OH	DAYTON	45342	2835 MIAMI VILLAGE DR		937-242-4800	US	OH	DAYTON	45342	2835 MIAMI VILLAGE DR				753236470			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:48:00.0	0	0	tdc-20100630.xml	1	
0001193125-10-179548	25445	CRANE CO /DE/	3490	US	CT	STAMFORD	06902	CRANE CO.	100 FIRST STAMFORD PLACE	203-363-7300	US	CT	STAMFORD	06902	CRANE CO.	100 FIRST STAMFORD PLACE	US	DE	131952290			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 17:11:00.0	0	0	cr-20100630.xml	1	
0001193125-10-179562	1034088	ECLIPSYS CORP	7373	US	GA	ATLANTA	30346	THREE RAVINIA DRIVE		404-847-5000	US	GA	ATLANTA	30346	THREE RAVINIA DRIVE		US	DE	650632092			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 17:18:00.0	0	0	eclp-20100630.xml	1	
0001193125-10-179569	1170991	DCT INDUSTRIAL TRUST INC.	6798	US	CO	DENVER	80202	518 SEVENTEENTH STREET, SUITE 800	ATTENTION: CHRISTINA PERRONE	3035972400	US	CO	DENVER	80202	518 SEVENTEENTH STREET, SUITE 800	ATTENTION: CHRISTINA PERRONE	US	MD	820538520	DIVIDEND CAPITAL TRUST INC	20020411	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 17:20:00.0	0	0	dct-20100630.xml	1	
0001193125-10-179578	1328237	POWERSHARES DB COMMODITY INDEX TRACKING FUND	6221	US	NY	NEW YORK	10005	60 WALL STREET		2122505883	US	NY	NEW YORK	10005	60 WALL STREET				326042243	DB COMMODITY INDEX TRACKING FUND	20050525	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 17:24:00.0	0	0	dbc-20100630.xml	2	1328239
0001193125-10-179595	1383082	POWERSHARES DB AGRICULTURE FUND	6221	US	NY	NEW YORK	10005	60 WALL STREET	C/O DB COMMODITY SERVICES LLC	212-250-5883	US	NY	NEW YORK	10005	60 WALL STREET	C/O DB COMMODITY SERVICES LLC	US	DE	870778078			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 17:28:00.0	0	0	dba-20100630.xml	4	1367305 1367306 1383081
0001364250-10-000035	1364250	DOUGLAS EMMETT INC	6798	US	CA	SANTA MONICA	90401	808 WILSHIRE BLVD., SUITE 200		310-255-7700	US	CA	SANTA MONICA	90401	808 WILSHIRE BLVD., SUITE 200		US	MD	203073047			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 16:14:00.0	0	0	dei-20100630.xml	1	
0001379041-10-000008	1379041	EMPLOYERS HOLDINGS, INC.	6331	US	NV	RENO	89521	10375 PROFESSIONAL CIRCLE		775-327-2936	US	NV	RENO	89521	10375 PROFESSIONAL CIRCLE		US	NV	043850065			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100805	2010-08-05 15:13:00.0	0	0	eig-20100630.xml	1	
0001442643-10-000050	353230	OMNICARE INC	5912	US	KY	COVINGTON	41101	100 E RIVERCENTER BLVD	STE 1600	6063923300	US	KY	COVINGTON	41101	100 E RIVERCENTER BLVD	STE 1600	US	DE	311001351			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100805	2010-08-05 15:18:00.0	0	0	ocr-20100630.xml	1	
0000012208-10-000097	12208	BIO RAD LABORATORIES INC	3826	US	CA	HERCULES	94547	1000 ALFRED NOBEL DR		5107247000							US	DE	941381833			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 12:57:00.0	0	0	bio-20100630.xml	1	
0000018926-10-000023	18926	CENTURYTEL INC	4813	US	LA	MONROE	71203	P O BOX 4065	100 CENTURYTEL DR	3183889000	US	LA	MONROE	71203	100 CENTURYTEL DR	P O BOX 4065	US	LA	720651161	CENTURY TELEPHONE ENTERPRISES INC	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 16:39:00.0	0	0	ctl-20100630.xml	1	
0000023675-10-000056	23675	CON-WAY INC.	4213	US	CA	SAN MATEO	94403	2855 CAMPUS DRIVE		6504942900	US	OR	PORTLAND	97209	1717 NW 21ST AVE		US	DE	941444798	CNF INC	20010510	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 15:42:00.0	0	0	cnw-20100630.xml	1	
0000038074-10-000021	38074	FOREST LABORATORIES INC	2834	US	NY	NEW YORK	10022	909 THIRD AVENUE		(212)421-7850	US	NY	NEW YORK	10022	909 THIRD AVENUE		US	DE	111798614			1-LAF	1	0331	10-Q	20100630	2010	Q1	20100806	2010-08-06 12:50:00.0	0	1	frx-20100630.xml	1	
0000049826-10-000040	49826	ILLINOIS TOOL WORKS INC	3560	US	IL	GLENVIEW	60026-1215	3600 WEST LAKE AVE		8476574106	US	IL	GLENVIEW	60026-1215	3600 WEST LAKE AVENUE		US	DE	361258310			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 10:29:00.0	0	1	itw-20100630.xml	1	
0000060849-10-000030	60849	LUFKIN INDUSTRIES INC	3560	US	TX	LUFKIN	75902-0849	P O BOX 849		9366342211	US	TX	LUFKIN	75902-0849	P O BOX 849		US	TX	750404410	LUFKIN FOUNDRY & MACHINE CO	19700827	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100806	2010-08-05 18:39:00.0	0	0	lufk-20100630.xml	1	
0000067716-10-000068	67716	MDU RESOURCES GROUP INC	1400	US	ND	BISMARCK	58506-5650	1200 WEST CENTURY AVENUE		701-530-1059	US	ND	BISMARCK	58506-5650	1200 WEST CENTURY AVENUE		US	DE	410423660	MONTANA DAKOTA UTILITIES CO	19850429	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 09:16:00.0	0	0	mdu-20100630.xml	1	
0000072741-10-000160	72741	NORTHEAST UTILITIES	4911	US	MA	SPRINGFIELD	01105	ONE FEDERAL STREET	BUILDING 111-4	8606655000	US	CT	BERLIN	06037-1616	107 SELDEN ST		US	MA	042147929	NORTHEAST UTILITIES SYSTEM	19961121	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 12:38:00.0	0	0	nu-20100630.xml	4	23426 106170 315256
0000092122-10-000079	92122	SOUTHERN CO	4911	US	GA	ATLANTA	30308	30 IVAN ALLEN JR. BLVD., N.W.		4045065000	US	GA	ATLANTA	30308	30 IVAN ALLEN JR. BLVD., N.W.		US	DE	580690070			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 13:40:00.0	0	1	so-20100630.xml	6	3153 41091 44545 66904 1160661
0000096223-10-000027	96223	LEUCADIA NATIONAL CORP	2400	US	NY	NEW YORK	10010	315 PARK AVE S		2124601900	US	NY	NEW YORK	10010	315 PARK AVENUE SOUTH		US	NY	132615557	TALCOTT NATIONAL CORP	19800603	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 10:14:00.0	0	1	luk-20100630.xml	1	
0000110430-10-000029	110430	FRONTIER OIL CORP /NEW/	2911	US	TX	HOUSTON	77024	10000 MEMORIAL DRIVE	SUITE 600	7136889600	US	TX	HOUSTON	77024	10000 MEMORIAL DRIVE	SUITE 600	US	WY	741895085	WAINOCO OIL CORP	19920703	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100806	2010-08-06 10:19:00.0	0	0	fto-20100630.xml	1	
0000720005-10-000058	720005	RAYMOND JAMES FINANCIAL INC	6211	US	FL	ST PETERSBURG	33716	880 CARILLON PKWY	P O BOX 12749	727-567-1000	US	FL	ST. PETERSBURG	33716	P O BOX 12749		US	FL	591517485	RJ FINANCIAL CORP/FL	19870303	1-LAF	1	0930	10-Q	20100630	2010	Q3	20100806	2010-08-06 13:22:00.0	0	0	rjf-20100630.xml	1	
0000732717-10-000074	732717	AT&T INC.	4813	US	TX	DALLAS	75202	208 S. AKARD ST	ATTN :  JAMES LACY	2108214105	US	TX	DALLAS	75202	208 S. AKARD ST	ATTN :  JAMES LACY	US	DE	431301883	SBC COMMUNICATIONS INC	19950501	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 14:54:00.0	0	1	t-20100630.xml	1	
0000741508-10-000045	741508	NV ENERGY, INC.	4931	US	NV	LAS VEGAS	89146	6226 WEST SAHARA AVENUE		702-367-5000	US	NV	LAS VEGAS	89146	6226 WEST SAHARA AVENUE		US	NV	880198358	SIERRA PACIFIC RESOURCES /NV/	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 15:17:00.0	0	0	nve-20100630.xml	3	71180 90144
0000753308-10-000096	753308	NEXTERA ENERGY INC	4911	US	FL	JUNO BEACH	33408	700 UNIVERSE BLVD		5616946311	US	FL	JUNO BEACH	33408	P O BOX 14000		US	FL	592449419	FPL GROUP INC	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 12:43:00.0	0	1	nee-20100630.xml	2	37634
0000799233-10-000036	799233	HEARTLAND EXPRESS INC	4213	US	IA	NORTH LIBERTY	52317	901 NORTH KANSAS AVENUE		3196263600	US	IA	NORTH LIBERTY	52317	901 NORTH KANSAS AVENUE		US	NV	930926999			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:19:00.0	0	0	htld-20100630.xml	1	
0000831259-10-000048	831259	FREEPORT MCMORAN COPPER & GOLD INC	1000	US	AZ	PHOENIX	85004	333 NORTH CENTRAL AVENUE		6023668100	US	AZ	PHOENIX	85004	333 NORTH CENTRAL AVENUE		US	DE	742480931	FREEPORT MCMORAN COPPER COMPANY INC	19910114	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 17:31:00.0	0	1	fcx-20100630.xml	1	
0000866706-10-000025	866706	ESCO TECHNOLOGIES INC	3669	US	MO	ST LOUIS	63124	9900 A CLAYTON RD		3142137200	US	MO	ST LOUIS	63124	9900 A CLAYTON RD		US	MO	431554045	ESCO ELECTRONICS CORP	19920703	1-LAF	0	0930	10-Q	20100630	2010	Q3	20100806	2010-08-06 14:07:00.0	0	0	ese-20100630.xml	1	
0000882835-10-000027	882835	ROPER INDUSTRIES INC	3823	US	FL	SARASOTA	34240	6901 PROFESSIONAL PKWY EAST	SUITE 200	9415562601	US	FL	SARASOTA	34240	6901 PROFESSIONAL PKWY EAST	SUITE 200	US	DE	510263969	ROPER INDUSTRIES INC /DE/	19930328	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 15:47:00.0	0	1	rop-20100630.xml	1	
0000888491-10-000035	888491	OMEGA HEALTHCARE INVESTORS INC	6798	US	MD	HUNT VALLEY	21030	200 INTERNATIONAL CIRCLE	SUITE 3500	410-427-1700	US	MD	HUNT VALLEY	21030	200 INTERNATIONAL CIRCLE	SUITE 3500	US	MD	383041398			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 14:50:00.0	0	0	ohi-20100630.xml	1	
0000930413-10-004307	875159	XL GROUP PLC	6351	IE		DUBLIN	2	NO. 1 HATCH STREET UPPER	4TH FLOOR	353-1-405-2033	IE		DUBLIN	2	NO. 1 HATCH STREET UPPER	4TH FLOOR	IE		980665416	XL CAPITAL LTD	19990302	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 15:57:00.0	0	0	xlcapital-20100630.xml	1	
0000934612-10-000029	934612	BURLINGTON NORTHERN SANTA FE, LLC	4011	US	TX	FT WORTH	76131-2830	2650 LOU MENK DR		8007952673	US	TX	FORT WORTH	76131-2830	2650 LOU MENK DRIVE				271754839	BURLINGTON NORTHERN SANTA FE CORP	19951122	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 17:08:00.0	0	1	bni-20100630.xml	1	
0000935494-10-000022	935494	NATIONAL INSTRUMENTS CORP /DE/	7372	US	TX	AUSTIN	78759	11500 NORTH MOPAC EXPRESSWAY		5123389119	US	TX	AUSTIN	78759	11500 NORTH MOPAC EXPRESSWAY		US	DE	741871327			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 14:50:00.0	0	0	nati-20100630.xml	1	
0000950123-10-073526	52795	ANIXTER INTERNATIONAL INC	5063	US	IL	GLENVIEW	60026	2301 PATRIOT BLVD		2245218204	US	IL	GLENVIEW	60026	2301 PATRIOT BLVD		US	DE	941658138	ITEL CORP	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-05 17:46:00.0	0	0	axe-20100702.xml	1	
0000950123-10-073554	801351	WARNACO GROUP INC /DE/	2340	US	NY	NEW YORK	10018	501 SEVENTH AVENUE		(212) 287-8000	US	NY	NEW YORK	10018	501 SEVENTH AVENUE		US	DE	954032739	W ACQUISITION CORP /DE/	19861117	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-05 18:24:00.0	0	0	wrc-20100703.xml	1	
0000950123-10-073787	1000697	WATERS CORP /DE/	3826	US	MA	MILFORD	01757	34 MAPLE ST		5084782000	US	MA	MILFORD	01757	34 MAPLE STREET		US	DE	133668640	WCD INVESTORS INC /DE/	19960605	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 08:01:00.0	0	1	wat-20100703.xml	1	
0000950123-10-073797	1358071	CONCHO RESOURCES INC	1311	US	TX	MIDLAND	79701	550 WEST TEXAS AVENUE	SUITE 1300	432-683-7443	US	TX	MIDLAND	79701	550 WEST TEXAS AVENUE	SUITE 1300	US	DE	760818600			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 08:13:00.0	0	0	cxo-20100630.xml	1	
0000950123-10-073808	944314	SOVRAN SELF STORAGE INC	6798	US	NY	WILLIAMSVILLE	14221	6467 MAIN ST		7166331850	US	NY	WILLIAMSVILLE	14221	6467 MAIN ST		US	MD	161194043			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 08:36:00.0	0	0	sss-20100630.xml	1	
0000950123-10-073820	22356	COMMERCE BANCSHARES INC /MO/	6022	US	MO	KANSAS CITY	64106	1000 WALNUT		8162342000	US	MO	KANSAS CITY	64141-6248	P O BOX 419248		US	MO	430889454			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 08:56:00.0	0	0	cbsh-20100630.xml	1	
0000950123-10-073823	921112	LIBERTY PROPERTY TRUST	6798	US	PA	MALVERN	19355	500 CHESTERFIELD PARKWAY		6106481700	US	PA	MALVERN	19355	500 CHESTERFIELD PARKWAY		US	MD	237768996	ROUSE & ASSOCIATES PROPERTY TRUST	19940421	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 09:01:00.0	0	0	lry-20100630.xml	2	921113
0000950123-10-073826	880266	AGCO CORP /DE	3523	US	GA	DULUTH	30096	4205 RIVER GREEN PKWAY		7708139200	US	GA	DULUTH	30096	4205 RIVER GREEN PARKWAY		US	DE	581960019			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 09:11:00.0	1	0	agco-20100630.xml	1	
0000950123-10-073848	310142	SENSIENT TECHNOLOGIES CORP	2860	US	WI	MILWAUKEE	53202	777 EAST WISCONSIN AVENUE		4142716755	US	WI	MILWAUKEE	53201	PO BOX 737		US	WI	390561070	UNIVERSAL FOODS CORP	19920703	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 09:40:00.0	0	0	sxt-20100630.xml	1	
0000950123-10-073857	1035002	VALERO ENERGY CORP/TX	2911	US	TX	SAN ANTONIO	78269-6000	P.O. BOX 696000		2103452000	US	TX	SAN ANTONIO	78269-6000	P.O. BOX 696000		US	DE	741828067			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 09:51:00.0	0	1	vlo-20100630.xml	1	
0000950123-10-073891	1141107	ARRIS GROUP INC	3663	US	GA	SUWANEE	30024	3871 LAKEFIELD DRIVE		678-473-2000	US	GA	SUWANEE	30024	3871 LAKEFIELD DRIVE		US	DE	582588724	BROADBAND PARENT CORP	20010521	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 10:35:00.0	0	0	arrs-20100630.xml	1	
0000950123-10-073893	886035	GENERAL CABLE CORP /DE/	3357	US	KY	HIGHLAND HEIGHTS	41076	4 TESSENEER DRIVE		8595728000	US	KY	HIGHLAND HEIGHTS	41076	4 TESSENEER DRIVE		US	DE	061398235			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 10:37:00.0	0	0	bgc-20100702.xml	1	
0000950123-10-073903	1141982	COOPER INDUSTRIES PLC	3640	IE		DUBLIN 2	00000	5 FITZWILLIAM SQUARE		7132098400	IE		DUBLIN 2	00000	5 FITZWILLIAM SQUARE				980632292	COOPER INDUSTRIES LTD	20010604	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 10:50:00.0	0	1	cbe-20100630.xml	1	
0000950123-10-073915	1033905	LUMINEX CORP	3841	US	TX	AUSTIN	78727	12212 TECHNOLOGY BLVD	512-219-8020		US	TX	AUSTIN	78727	12212 TECHNOLOGY BLVD		US	DE	742747608			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 10:59:00.0	0	0	lmnx-20100630.xml	1	
0000950123-10-073926	1364885	SPIRIT AEROSYSTEMS HOLDINGS, INC.	3728	US	KS	WICHITA	67210	3801 SOUTH OLIVER		316.526.9000	US	KS	WICHITA	67210	3801 SOUTH OLIVER		US	DE	202436320			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:07:00.0	0	0	spr-20100701.xml	1	
0000950123-10-073930	894315	DEVELOPERS DIVERSIFIED REALTY CORP	6798	US	OH	BEACHWOOD	44122	3300 ENTERPRISE PARKWAY		2167555500	US	OH	BEACHWOOD	44122	3300 ENTERPRISE PARKWAY		US	OH	341723097			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:09:00.0	0	0	ddr-20100630.xml	1	
0000950123-10-073945	1029199	EURONET WORLDWIDE INC	6099	US	KS	LEAWOOD	66211	3500 COLLEGE BOULEVARD		913-327-4200	US	KS	LEAWOOD	66211	3500 COLLEGE BOULEVARD		US	DE	742806888	EURONET SERVICES INC	19961218	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:18:00.0	0	0	eeft-20100630.xml	1	
0000950123-10-073968	866368	PS BUSINESS PARKS INC/CA	6798	US	CA	GLENDALE	91201-2397	701 WESTERN AVE	SUITE 200	(818) 244-8080	US	CA	GLENDALE	91201	701 WESTERN AVE	SUITE 200	US	CA	954300881	PUBLIC STORAGE PROPERTIES XI INC	19930328	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:39:00.0	0	0	psb-20100630.xml	1	
0000950123-10-073975	1021860	NATIONAL OILWELL VARCO INC	3533	US	TX	HOUSTON	77042-4200	10000 RICHMOND AVENUE	6TH FLOOR	7133467500	US	TX	HOUSTON	77042-4200	10000 RICHMOND AVENUE	6TH FLOOR	US	DE	760475815	NATIONAL OILWELL INC	19960829	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:47:00.0	0	1	nov-20100630.xml	1	
0000950123-10-073979	1035201	CALIFORNIA WATER SERVICE GROUP	4941	US	CA	SAN JOSE	95112	1720 N FIRST ST	C/O CALIFORNIA WATER SERVICE CO	4083678200	US	CA	SAN JOSE	95112	1720 FIRST ST	C/O CALIFORNIA WATER SERVICE CO	US	DE	770448994			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:49:00.0	0	0	cwt-20100630.xml	1	
0000950123-10-073981	11544	BERKLEY W R CORP	6331	US	CT	GREENWICH	06830	475 STEAMBOAT ROAD	.	2036293000	US	CT	GREENWICH	06830	475 STEAMBOAT ROAD	.	US	DE	221867895			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:50:00.0	0	0	wrb-20100630.xml	1	
0000950123-10-073989	1171486	NATURAL RESOURCE PARTNERS LP	1221	US	TX	HOUSTON	77002	601 JEFFERSON STREET	SUITE 3600	713-751-7516	US	TX	HOUSTON	77002	601 JEFFERSON STREET	SUITE 3600	US	DE	352164875			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:54:00.0	0	0	nrp-20100630.xml	1	
0000950123-10-073991	1064728	PEABODY ENERGY CORP	1221	US	MO	ST LOUIS	63101-1826	701 MARKET ST		3143423400	US	MO	ST LOUIS	63101-1826	701 MARKET ST		US	DE	134004153	P&L COAL HOLDINGS CORP	19980623	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100806	2010-08-06 11:56:00.0	0	1	btu-20100630.xml	1	
